period,pnumber,nnumber
20200619449,5,8
20200619448,6,5
20200619447,5,6
20200619446,7,5
20200619445,8,7
20200619444,2,8
20200619443,0,2
20200619442,2,0
20200619441,3,2
20200619440,2,3
20200619439,8,2
20200619438,7,8
20200619437,6,7
20200619436,9,6
20200619435,4,9
20200619434,6,4
20200619433,3,6
20200619432,3,3
20200619431,1,3
20200619430,6,1
20200619429,6,6
20200619428,0,6
20200619427,0,0
20200619426,3,0
20200619425,8,3
20200619424,3,8
20200619423,1,3
20200619422,5,1
20200619421,9,5
20200619420,1,9
20200619419,5,1
20200619418,4,5
20200619417,2,4
20200619416,1,2
20200619415,6,1
20200619414,3,6
20200619413,9,3
20200619412,5,9
20200619411,0,5
20200619410,9,0
20200619409,5,9
20200619408,0,5
20200619407,3,0
20200619406,4,3
20200619405,5,4
20200619404,2,5
20200619403,7,2
20200619402,5,7
20200619401,8,5
20200619400,6,8
20200619399,9,6
20200619398,7,9
20200619397,5,7
20200619396,2,5
20200619395,0,2
20200619394,7,0
20200619393,8,7
20200619392,4,8
20200619391,9,4
20200619390,1,9
20200619389,6,1
20200619388,7,6
20200619387,3,7
20200619386,6,3
20200619385,2,6
20200619384,2,2
20200619383,9,2
20200619382,7,9
20200619381,3,7
20200619380,8,3
20200619379,8,8
20200619378,8,8
20200619377,0,8
20200619376,6,0
20200619375,1,6
20200619374,4,1
20200619373,0,4
20200619372,1,0
20200619371,1,1
20200619370,5,1
20200619369,3,5
20200619368,0,3
20200619367,6,0
20200619366,1,6
20200619365,4,1
20200619364,7,4
20200619363,0,7
20200619362,4,0
20200619361,2,4
20200619360,1,2
20200619359,6,1
20200619358,4,6
20200619357,3,4
20200619356,6,3
20200619355,8,6
20200619354,8,8
20200619353,0,8
20200619352,2,0
20200619351,5,2
20200619350,7,5
20200619349,9,7
20200619348,4,9
20200619347,0,4
20200619346,2,0
20200619345,5,2
20200619344,2,5
20200619343,9,2
20200619342,5,9
20200619341,3,5
20200619340,7,3
20200619339,7,7
20200619338,4,7
20200619337,9,4
20200619336,3,9
20200619335,7,3
20200619334,6,7
20200619333,9,6
20200619332,0,9
20200619331,8,0
20200619330,3,8
20200619329,6,3
20200619328,8,6
20200619327,6,8
20200619326,1,6
20200619325,6,1
20200619324,7,6
20200619323,9,7
20200619322,9,9
20200619321,1,9
20200619320,7,1
20200619319,6,7
20200619318,4,6
20200619317,1,4
20200619316,4,1
20200619315,7,4
20200619314,8,7
20200619313,8,8
20200619312,4,8
20200619311,9,4
20200619310,7,9
20200619309,0,7
20200619308,7,0
20200619307,8,7
20200619306,1,8
20200619305,4,1
20200619304,4,4
20200619303,3,4
20200619302,2,3
20200619301,6,2
20200619300,0,6
20200619299,5,0
20200619298,3,5
20200619297,7,3
20200619296,3,7
20200619295,6,3
20200619294,9,6
20200619293,3,9
20200619292,8,3
20200619291,1,8
20200619290,1,1
20200619289,4,1
20200619288,8,4
20200619287,9,8
20200619286,4,9
20200619285,6,4
20200619284,4,6
20200619283,2,4
20200619282,7,2
20200619281,6,7
20200619280,9,6
20200619279,3,9
20200619278,5,3
20200619277,3,5
20200619276,7,3
20200619275,7,7
20200619274,1,7
20200619273,1,1
20200619272,5,1
20200619271,8,5
20200619270,0,8
20200619269,6,0
20200619268,4,6
20200619267,6,4
20200619266,8,6
20200619265,8,8
20200619264,7,8
20200619263,4,7
20200619262,7,4
20200619261,1,7
20200619260,8,1
20200619259,6,8
20200619258,5,6
20200619257,5,5
20200619256,9,5
20200619255,5,9
20200619254,0,5
20200619253,8,0
20200619252,1,8
20200619251,9,1
20200619250,5,9
20200619249,8,5
20200619248,3,8
20200619247,7,3
20200619246,2,7
20200619245,3,2
20200619244,8,3
20200619243,8,8
20200619242,0,8
20200619241,9,0
20200619240,5,9
20200619239,0,5
20200619238,2,0
20200619237,6,2
20200619236,7,6
20200619235,2,7
20200619234,3,2
20200619233,8,3
20200619232,1,8
20200619231,2,1
20200619230,8,2
20200619229,7,8
20200619228,6,7
20200619227,3,6
20200619226,1,3
20200619225,7,1
20200619224,7,7
20200619223,7,7
20200619222,1,7
20200619221,8,1
20200619220,3,8
20200619219,9,3
20200619218,6,9
20200619217,1,6
20200619216,8,1
20200619215,2,8
20200619214,1,2
20200619213,1,1
20200619212,8,1
20200619211,2,8
20200619210,0,2
20200619209,2,0
20200619208,8,2
20200619207,6,8
20200619206,7,6
20200619205,4,7
20200619204,9,4
20200619203,2,9
20200619202,8,2
20200619201,3,8
20200619200,6,3
20200619199,4,6
20200619198,4,4
20200619197,3,4
20200619196,1,3
20200619195,9,1
20200619194,4,9
20200619193,4,4
20200619192,6,4
20200619191,1,6
20200619190,2,1
20200619189,7,2
20200619188,8,7
20200619187,3,8
20200619186,2,3
20200619185,7,2
20200619184,0,7
20200619183,7,0
20200619182,2,7
20200619181,8,2
20200619180,9,8
20200619179,3,9
20200619178,0,3
20200619177,1,0
20200619176,5,1
20200619175,2,5
20200619174,0,2
20200619173,3,0
20200619172,0,3
20200619171,1,0
20200619170,4,1
20200619169,4,4
20200619168,3,4
20200619167,5,3
20200619166,6,5
20200619165,0,6
20200619164,5,0
20200619163,0,5
20200619162,6,0
20200619161,6,6
20200619160,0,6
20200619159,7,0
20200619158,0,7
20200619157,7,0
20200619156,9,7
20200619155,0,9
20200619154,0,0
20200619153,1,0
20200619152,8,1
20200619151,5,8
20200619150,2,5
20200619149,8,2
20200619148,5,8
20200619147,8,5
20200619146,9,8
20200619145,2,9
20200619144,6,2
20200619143,5,6
20200619142,1,5
20200619141,2,1
20200619140,6,2
20200619139,1,6
20200619138,2,1
20200619137,6,2
20200619136,7,6
20200619135,5,7
20200619134,2,5
20200619133,9,2
20200619132,6,9
20200619131,4,6
20200619130,4,4
20200619129,5,4
20200619128,2,5
20200619127,6,2
20200619126,2,6
20200619125,8,2
20200619124,2,8
20200619123,0,2
20200619122,9,0
20200619121,7,9
20200619120,0,7
20200619119,3,0
20200619118,0,3
20200619117,1,0
20200619116,1,1
20200619115,9,1
20200619114,7,9
20200619113,4,7
20200619112,6,4
20200619111,4,6
20200619110,7,4
20200619109,7,7
20200619108,3,7
20200619107,8,3
20200619106,8,8
20200619105,3,8
20200619104,1,3
20200619103,6,1
20200619102,7,6
20200619101,2,7
20200619100,4,2
20200619099,6,4
20200619098,2,6
20200619097,1,2
20200619096,0,1
20200619095,5,0
20200619094,6,5
20200619093,3,6
20200619092,6,3
20200619091,9,6
20200619090,0,9
20200619089,2,0
20200619088,6,2
20200619087,8,6
20200619086,8,8
20200619085,6,8
20200619084,3,6
20200619083,1,3
20200619082,6,1
20200619081,7,6
20200619080,2,7
20200619079,2,2
20200619078,9,2
20200619077,5,9
20200619076,0,5
20200619075,2,0
20200619074,7,2
20200619073,2,7
20200619072,6,2
20200619071,8,6
20200619070,5,8
20200619069,2,5
20200619068,0,2
20200619067,3,0
20200619066,3,3
20200619065,3,3
20200619064,2,3
20200619063,7,2
20200619062,4,7
20200619061,4,4
20200619060,2,4
20200619059,3,2
20200619058,5,3
20200619057,4,5
20200619056,1,4
20200619055,3,1
20200619054,9,3
20200619053,2,9
20200619052,1,2
20200619051,0,1
20200619050,0,0
20200619049,9,0
20200619048,3,9
20200619047,9,3
20200619046,3,9
20200619045,7,3
20200619044,6,7
20200619043,8,6
20200619042,7,8
20200619041,6,7
20200619040,0,6
20200619039,3,0
20200619038,2,3
20200619037,1,2
20200619036,8,1
20200619035,3,8
20200619034,7,3
20200619033,5,7
20200619032,7,5
20200619031,4,7
20200619030,0,4
20200619029,6,0
20200619028,6,6
20200619027,2,6
20200619026,2,2
20200619025,7,2
20200619024,7,7
20200619023,2,7
20200619022,3,2
20200619021,6,3
20200619020,0,6
20200619019,0,0
20200619018,1,0
20200619017,3,1
20200619016,1,3
20200619015,8,1
20200619014,5,8
20200619013,6,5
20200619012,4,6
20200619011,6,4
20200619010,0,6
20200619009,1,0
20200619008,7,1
20200619007,0,7
20200619006,0,0
20200619005,0,0
20200619004,7,0
20200619003,6,7
20200619002,5,6
20200619001,1,5
20200618480,1,1
20200618479,5,1
20200618478,2,5
20200618477,6,2
20200618476,0,6
20200618475,7,0
20200618474,1,7
20200618473,8,1
20200618472,5,8
20200618471,3,5
20200618470,4,3
20200618469,5,4
20200618468,9,5
20200618467,8,9
20200618466,7,8
20200618465,7,7
20200618464,3,7
20200618463,6,3
20200618462,0,6
20200618461,2,0
20200618460,4,2
20200618459,2,4
20200618458,0,2
20200618457,1,0
20200618456,0,1
20200618455,5,0
20200618454,6,5
20200618453,9,6
20200618452,9,9
20200618451,7,9
20200618450,0,7
20200618449,4,0
20200618448,6,4
20200618447,7,6
20200618446,0,7
20200618445,1,0
20200618444,5,1
20200618443,5,5
20200618442,1,5
20200618441,5,1
20200618440,9,5
20200618439,7,9
20200618438,4,7
20200618437,0,4
20200618436,1,0
20200618435,1,1
20200618434,2,1
20200618433,1,2
20200618432,2,1
20200618431,8,2
20200618430,3,8
20200618429,5,3
20200618428,8,5
20200618427,8,8
20200618426,4,8
20200618425,1,4
20200618424,6,1
20200618423,8,6
20200618422,9,8
20200618421,5,9
20200618420,9,5
20200618419,0,9
20200618418,0,0
20200618417,1,0
20200618416,1,1
20200618415,2,1
20200618414,0,2
20200618413,7,0
20200618412,1,7
20200618411,8,1
20200618410,7,8
20200618409,2,7
20200618408,1,2
20200618407,4,1
20200618406,4,4
20200618405,2,4
20200618404,3,2
20200618403,2,3
20200618402,9,2
20200618401,1,9
20200618400,0,1
20200618399,5,0
20200618398,3,5
20200618397,7,3
20200618396,8,7
20200618395,4,8
20200618394,8,4
20200618393,9,8
20200618392,1,9
20200618391,0,1
20200618390,7,0
20200618389,4,7
20200618388,1,4
20200618387,3,1
20200618386,8,3
20200618385,7,8
20200618384,5,7
20200618383,9,5
20200618382,6,9
20200618381,9,6
20200618380,5,9
20200618379,2,5
20200618378,5,2
20200618377,2,5
20200618376,2,2
20200618375,6,2
20200618374,4,6
20200618373,4,4
20200618372,8,4
20200618371,2,8
20200618370,6,2
20200618369,9,6
20200618368,0,9
20200618367,1,0
20200618366,1,1
20200618365,3,1
20200618364,0,3
20200618363,0,0
20200618362,0,0
20200618361,7,0
20200618360,9,7
20200618359,9,9
20200618358,3,9
20200618357,0,3
20200618356,0,0
20200618355,3,0
20200618354,5,3
20200618353,8,5
20200618352,3,8
20200618351,9,3
20200618350,5,9
20200618349,6,5
20200618348,8,6
20200618347,9,8
20200618346,8,9
20200618345,0,8
20200618344,8,0
20200618343,4,8
20200618342,2,4
20200618341,0,2
20200618340,3,0
20200618339,6,3
20200618338,4,6
20200618337,8,4
20200618336,9,8
20200618335,3,9
20200618334,1,3
20200618333,3,1
20200618332,5,3
20200618331,6,5
20200618330,5,6
20200618329,8,5
20200618328,2,8
20200618327,0,2
20200618326,0,0
20200618325,5,0
20200618324,7,5
20200618323,9,7
20200618322,0,9
20200618321,9,0
20200618320,3,9
20200618319,0,3
20200618318,7,0
20200618317,2,7
20200618316,7,2
20200618315,4,7
20200618314,7,4
20200618313,7,7
20200618312,0,7
20200618311,0,0
20200618310,0,0
20200618309,0,0
20200618308,8,0
20200618307,9,8
20200618306,1,9
20200618305,1,1
20200618304,3,1
20200618303,1,3
20200618302,1,1
20200618301,7,1
20200618300,3,7
20200618299,4,3
20200618298,7,4
20200618297,6,7
20200618296,9,6
20200618295,1,9
20200618294,9,1
20200618293,8,9
20200618292,1,8
20200618291,6,1
20200618290,5,6
20200618289,8,5
20200618288,8,8
20200618287,6,8
20200618286,9,6
20200618285,1,9
20200618284,5,1
20200618283,5,5
20200618282,3,5
20200618281,6,3
20200618280,7,6
20200618279,2,7
20200618278,2,2
20200618277,4,2
20200618276,5,4
20200618275,8,5
20200618274,3,8
20200618273,3,3
20200618272,8,3
20200618271,9,8
20200618270,4,9
20200618269,5,4
20200618268,8,5
20200618267,2,8
20200618266,1,2
20200618265,6,1
20200618264,0,6
20200618263,8,0
20200618262,3,8
20200618261,9,3
20200618260,0,9
20200618259,0,0
20200618258,7,0
20200618257,5,7
20200618256,4,5
20200618255,1,4
20200618254,3,1
20200618253,9,3
20200618252,7,9
20200618251,8,7
20200618250,5,8
20200618249,3,5
20200618248,6,3
20200618247,2,6
20200618246,9,2
20200618245,3,9
20200618244,8,3
20200618243,7,8
20200618242,0,7
20200618241,0,0
20200618240,1,0
20200618239,5,1
20200618238,9,5
20200618237,8,9
20200618236,4,8
20200618235,8,4
20200618234,7,8
20200618233,7,7
20200618232,8,7
20200618231,5,8
20200618230,8,5
20200618229,6,8
20200618228,7,6
20200618227,7,7
20200618226,7,7
20200618225,9,7
20200618224,2,9
20200618223,6,2
20200618222,5,6
20200618221,3,5
20200618220,0,3
20200618219,0,0
20200618218,1,0
20200618217,0,1
20200618216,7,0
20200618215,0,7
20200618214,1,0
20200618213,6,1
20200618212,5,6
20200618211,5,5
20200618210,8,5
20200618209,7,8
20200618208,2,7
20200618207,5,2
20200618206,3,5
20200618205,1,3
20200618204,3,1
20200618203,0,3
20200618202,3,0
20200618201,7,3
20200618200,4,7
20200618199,8,4
20200618198,5,8
20200618197,5,5
20200618196,4,5
20200618195,1,4
20200618194,2,1
20200618193,2,2
20200618192,6,2
20200618191,9,6
20200618190,3,9
20200618189,1,3
20200618188,3,1
20200618187,6,3
20200618186,4,6
20200618185,3,4
20200618184,0,3
20200618183,8,0
20200618182,2,8
20200618181,8,2
20200618180,0,8
20200618179,5,0
20200618178,9,5
20200618177,5,9
20200618176,4,5
20200618175,3,4
20200618174,5,3
20200618173,1,5
20200618172,3,1
20200618171,0,3
20200618170,7,0
20200618169,3,7
20200618168,5,3
20200618167,7,5
20200618166,5,7
20200618165,5,5
20200618164,7,5
20200618163,9,7
20200618162,1,9
20200618161,6,1
20200618160,8,6
20200618159,3,8
20200618158,6,3
20200618157,3,6
20200618156,1,3
20200618155,9,1
20200618154,0,9
20200618153,3,0
20200618152,2,3
20200618151,7,2
20200618150,4,7
20200618149,1,4
20200618148,0,1
20200618147,1,0
20200618146,9,1
20200618145,1,9
20200618144,2,1
20200618143,0,2
20200618142,6,0
20200618141,8,6
20200618140,1,8
20200618139,5,1
20200618138,4,5
20200618137,4,4
20200618136,9,4
20200618135,5,9
20200618134,4,5
20200618133,4,4
20200618132,5,4
20200618131,8,5
20200618130,0,8
20200618129,4,0
20200618128,5,4
20200618127,1,5
20200618126,7,1
20200618125,9,7
20200618124,5,9
20200618123,4,5
20200618122,2,4
20200618121,4,2
20200618120,6,4
20200618119,8,6
20200618118,6,8
20200618117,0,6
20200618116,1,0
20200618115,1,1
20200618114,2,1
20200618113,6,2
20200618112,0,6
20200618111,8,0
20200618110,7,8
20200618109,9,7
20200618108,8,9
20200618107,6,8
20200618106,0,6
20200618105,0,0
20200618104,9,0
20200618103,6,9
20200618102,1,6
20200618101,7,1
20200618100,1,7
20200618099,5,1
20200618098,8,5
20200618097,8,8
20200618096,7,8
20200618095,9,7
20200618094,7,9
20200618093,8,7
20200618092,9,8
20200618091,4,9
20200618090,7,4
20200618089,1,7
20200618088,9,1
20200618087,7,9
20200618086,5,7
20200618085,9,5
20200618084,6,9
20200618083,2,6
20200618082,0,2
20200618081,5,0
20200618080,0,5
20200618079,9,0
20200618078,1,9
20200618077,8,1
20200618076,0,8
20200618075,2,0
20200618074,4,2
20200618073,3,4
20200618072,1,3
20200618071,7,1
20200618070,5,7
20200618069,4,5
20200618068,0,4
20200618067,4,0
20200618066,2,4
20200618065,1,2
20200618064,4,1
20200618063,5,4
20200618062,2,5
20200618061,5,2
20200618060,8,5
20200618059,9,8
20200618058,5,9
20200618057,0,5
20200618056,3,0
20200618055,6,3
20200618054,6,6
20200618053,6,6
20200618052,1,6
20200618051,9,1
20200618050,0,9
20200618049,0,0
20200618048,6,0
20200618047,7,6
20200618046,8,7
20200618045,6,8
20200618044,3,6
20200618043,6,3
20200618042,1,6
20200618041,2,1
20200618040,5,2
20200618039,8,5
20200618038,4,8
20200618037,7,4
20200618036,0,7
20200618035,6,0
20200618034,2,6
20200618033,0,2
20200618032,4,0
20200618031,5,4
20200618030,1,5
20200618029,2,1
20200618028,3,2
20200618027,5,3
20200618026,7,5
20200618025,8,7
20200618024,8,8
20200618023,5,8
20200618022,1,5
20200618021,3,1
20200618020,7,3
20200618019,6,7
20200618018,3,6
20200618017,1,3
20200618016,8,1
20200618015,7,8
20200618014,4,7
20200618013,8,4
20200618012,7,8
20200618011,9,7
20200618010,3,9
20200618009,6,3
20200618008,9,6
20200618007,1,9
20200618006,8,1
20200618005,3,8
20200618004,2,3
20200618003,0,2
20200618002,5,0
20200618001,5,5
20200617480,5,5
20200617479,3,5
20200617478,3,3
20200617477,1,3
20200617476,4,1
20200617475,2,4
20200617474,7,2
20200617473,9,7
20200617472,1,9
20200617471,6,1
20200617470,9,6
20200617469,5,9
20200617468,2,5
20200617467,4,2
20200617466,3,4
20200617465,8,3
20200617464,2,8
20200617463,9,2
20200617462,1,9
20200617461,8,1
20200617460,4,8
20200617459,8,4
20200617458,5,8
20200617457,9,5
20200617456,6,9
20200617455,1,6
20200617454,8,1
20200617453,5,8
20200617452,7,5
20200617451,3,7
20200617450,4,3
20200617449,9,4
20200617448,7,9
20200617447,0,7
20200617446,3,0
20200617445,7,3
20200617444,5,7
20200617443,4,5
20200617442,0,4
20200617441,7,0
20200617440,5,7
20200617439,3,5
20200617438,8,3
20200617437,9,8
20200617436,3,9
20200617435,0,3
20200617434,5,0
20200617433,0,5
20200617432,4,0
20200617431,8,4
20200617430,6,8
20200617429,2,6
20200617428,1,2
20200617427,2,1
20200617426,8,2
20200617425,3,8
20200617424,4,3
20200617423,3,4
20200617422,6,3
20200617421,5,6
20200617420,7,5
20200617419,1,7
20200617418,4,1
20200617417,6,4
20200617416,1,6
20200617415,9,1
20200617414,3,9
20200617413,5,3
20200617412,6,5
20200617411,7,6
20200617410,3,7
20200617409,1,3
20200617408,3,1
20200617407,7,3
20200617406,5,7
20200617405,6,5
20200617404,3,6
20200617403,3,3
20200617402,5,3
20200617401,0,5
20200617400,2,0
20200617399,7,2
20200617398,8,7
20200617397,8,8
20200617396,3,8
20200617395,4,3
20200617394,9,4
20200617393,7,9
20200617392,1,7
20200617391,0,1
20200617390,3,0
20200617389,1,3
20200617388,2,1
20200617387,2,2
20200617386,6,2
20200617385,5,6
20200617384,3,5
20200617383,9,3
20200617382,3,9
20200617381,0,3
20200617380,3,0
20200617379,6,3
20200617378,4,6
20200617377,9,4
20200617376,5,9
20200617375,3,5
20200617374,4,3
20200617373,1,4
20200617372,9,1
20200617371,6,9
20200617370,0,6
20200617369,4,0
20200617368,2,4
20200617367,8,2
20200617366,8,8
20200617365,6,8
20200617364,6,6
20200617363,2,6
20200617362,1,2
20200617361,0,1
20200617360,9,0
20200617359,0,9
20200617358,5,0
20200617357,3,5
20200617356,9,3
20200617355,5,9
20200617354,9,5
20200617353,0,9
20200617352,4,0
20200617351,9,4
20200617350,6,9
20200617349,7,6
20200617348,1,7
20200617347,0,1
20200617346,1,0
20200617345,8,1
20200617344,1,8
20200617343,4,1
20200617342,9,4
20200617341,6,9
20200617340,7,6
20200617339,6,7
20200617338,0,6
20200617337,5,0
20200617336,4,5
20200617335,5,4
20200617334,3,5
20200617333,8,3
20200617332,7,8
20200617331,6,7
20200617330,2,6
20200617329,3,2
20200617328,6,3
20200617327,4,6
20200617326,1,4
20200617325,7,1
20200617324,0,7
20200617323,1,0
20200617322,6,1
20200617321,8,6
20200617320,2,8
20200617319,1,2
20200617318,6,1
20200617317,1,6
20200617316,4,1
20200617315,5,4
20200617314,0,5
20200617313,1,0
20200617312,6,1
20200617311,1,6
20200617310,1,1
20200617309,3,1
20200617308,8,3
20200617307,0,8
20200617306,6,0
20200617305,2,6
20200617304,9,2
20200617303,7,9
20200617302,7,7
20200617301,6,7
20200617300,9,6
20200617299,6,9
20200617298,1,6
20200617297,6,1
20200617296,2,6
20200617295,1,2
20200617294,9,1
20200617293,7,9
20200617292,3,7
20200617291,0,3
20200617290,2,0
20200617289,1,2
20200617288,3,1
20200617287,2,3
20200617286,4,2
20200617285,4,4
20200617284,6,4
20200617283,7,6
20200617282,6,7
20200617281,7,6
20200617280,4,7
20200617279,0,4
20200617278,5,0
20200617277,9,5
20200617276,0,9
20200617275,3,0
20200617274,9,3
20200617273,0,9
20200617272,0,0
20200617271,5,0
20200617270,3,5
20200617269,2,3
20200617268,9,2
20200617267,1,9
20200617266,4,1
20200617265,4,4
20200617264,2,4
20200617263,8,2
20200617262,7,8
20200617261,2,7
20200617260,1,2
20200617259,4,1
20200617258,3,4
20200617257,8,3
20200617256,1,8
20200617255,3,1
20200617254,4,3
20200617253,4,4
20200617252,2,4
20200617251,3,2
20200617250,2,3
20200617249,5,2
20200617248,0,5
20200617247,1,0
20200617246,5,1
20200617245,0,5
20200617244,4,0
20200617243,9,4
20200617242,6,9
20200617241,2,6
20200617240,5,2
20200617239,0,5
20200617238,6,0
20200617237,3,6
20200617236,3,3
20200617235,3,3
20200617234,1,3
20200617233,2,1
20200617232,4,2
20200617231,1,4
20200617230,2,1
20200617229,5,2
20200617228,4,5
20200617227,1,4
20200617226,2,1
20200617225,2,2
20200617224,3,2
20200617223,7,3
20200617222,4,7
20200617221,2,4
20200617220,6,2
20200617219,1,6
20200617218,1,1
20200617217,5,1
20200617216,8,5
20200617215,8,8
20200617214,7,8
20200617213,6,7
20200617212,9,6
20200617211,7,9
20200617210,3,7
20200617209,0,3
20200617208,0,0
20200617207,7,0
20200617206,4,7
20200617205,0,4
20200617204,7,0
20200617203,0,7
20200617202,6,0
20200617201,0,6
20200617200,4,0
20200617199,6,4
20200617198,6,6
20200617197,6,6
20200617196,0,6
20200617195,0,0
20200617194,2,0
20200617193,0,2
20200617192,7,0
20200617191,2,7
20200617190,8,2
20200617189,0,8
20200617188,0,0
20200617187,0,0
20200617186,1,0
20200617185,8,1
20200617184,4,8
20200617183,0,4
20200617182,2,0
20200617181,3,2
20200617180,7,3
20200617179,9,7
20200617178,0,9
20200617177,2,0
20200617176,0,2
20200617175,4,0
20200617174,0,4
20200617173,4,0
20200617172,9,4
20200617171,1,9
20200617170,1,1
20200617169,8,1
20200617168,6,8
20200617167,0,6
20200617166,4,0
20200617165,5,4
20200617164,1,5
20200617163,5,1
20200617162,7,5
20200617161,7,7
20200617160,0,7
20200617159,3,0
20200617158,9,3
20200617157,3,9
20200617156,7,3
20200617155,3,7
20200617154,3,3
20200617153,5,3
20200617152,7,5
20200617151,9,7
20200617150,9,9
20200617149,5,9
20200617148,9,5
20200617147,8,9
20200617146,6,8
20200617145,3,6
20200617144,3,3
20200617143,8,3
20200617142,5,8
20200617141,9,5
20200617140,8,9
20200617139,3,8
20200617138,4,3
20200617137,8,4
20200617136,6,8
20200617135,7,6
20200617134,3,7
20200617133,1,3
20200617132,9,1
20200617131,1,9
20200617130,0,1
20200617129,7,0
20200617128,1,7
20200617127,8,1
20200617126,5,8
20200617125,9,5
20200617124,5,9
20200617123,6,5
20200617122,7,6
20200617121,9,7
20200617120,6,9
20200617119,0,6
20200617118,3,0
20200617117,3,3
20200617116,3,3
20200617115,6,3
20200617114,2,6
20200617113,8,2
20200617112,5,8
20200617111,1,5
20200617110,6,1
20200617109,4,6
20200617108,2,4
20200617107,7,2
20200617106,7,7
20200617105,9,7
20200617104,1,9
20200617103,9,1
20200617102,1,9
20200617101,6,1
20200617100,0,6
20200617099,3,0
20200617098,6,3
20200617097,2,6
20200617096,6,2
20200617095,4,6
20200617094,1,4
20200617093,7,1
20200617092,1,7
20200617091,4,1
20200617090,8,4
20200617089,2,8
20200617088,4,2
20200617087,3,4
20200617086,4,3
20200617085,8,4
20200617084,6,8
20200617083,6,6
20200617082,9,6
20200617081,3,9
20200617080,4,3
20200617079,3,4
20200617078,4,3
20200617077,0,4
20200617076,2,0
20200617075,3,2
20200617074,1,3
20200617073,2,1
20200617072,3,2
20200617071,3,3
20200617070,4,3
20200617069,4,4
20200617068,0,4
20200617067,4,0
20200617066,5,4
20200617065,3,5
20200617064,6,3
20200617063,6,6
20200617062,6,6
20200617061,0,6
20200617060,8,0
20200617059,8,8
20200617058,8,8
20200617057,9,8
20200617056,7,9
20200617055,5,7
20200617054,3,5
20200617053,6,3
20200617052,3,6
20200617051,1,3
20200617050,8,1
20200617049,7,8
20200617048,3,7
20200617047,3,3
20200617046,2,3
20200617045,0,2
20200617044,2,0
20200617043,6,2
20200617042,4,6
20200617041,2,4
20200617040,7,2
20200617039,6,7
20200617038,0,6
20200617037,9,0
20200617036,5,9
20200617035,0,5
20200617034,5,0
20200617033,2,5
20200617032,7,2
20200617031,2,7
20200617030,0,2
20200617029,2,0
20200617028,9,2
20200617027,2,9
20200617026,9,2
20200617025,3,9
20200617024,2,3
20200617023,6,2
20200617022,6,6
20200617021,8,6
20200617020,7,8
20200617019,0,7
20200617018,2,0
20200617017,3,2
20200617016,2,3
20200617015,4,2
20200617014,3,4
20200617013,9,3
20200617012,1,9
20200617011,9,1
20200617010,4,9
20200617009,6,4
20200617008,2,6
20200617007,0,2
20200617006,4,0
20200617005,2,4
20200617004,4,2
20200617003,2,4
20200617002,5,2
20200617001,1,5
20200616480,6,1
20200616479,2,6
20200616478,7,2
20200616477,2,7
20200616476,4,2
20200616475,6,4
20200616474,9,6
20200616473,1,9
20200616472,6,1
20200616471,9,6
20200616470,7,9
20200616469,2,7
20200616468,0,2
20200616467,1,0
20200616466,1,1
20200616465,6,1
20200616464,6,6
20200616463,0,6
20200616462,3,0
20200616461,6,3
20200616460,1,6
20200616459,8,1
20200616458,0,8
20200616457,4,0
20200616456,1,4
20200616455,0,1
20200616454,2,0
20200616453,9,2
20200616452,9,9
20200616451,9,9
20200616450,9,9
20200616449,6,9
20200616448,9,6
20200616447,9,9
20200616446,9,9
20200616445,1,9
20200616444,1,1
20200616443,5,1
20200616442,2,5
20200616441,8,2
20200616440,0,8
20200616439,2,0
20200616438,7,2
20200616437,4,7
20200616436,5,4
20200616435,7,5
20200616434,7,7
20200616433,0,7
20200616432,5,0
20200616431,0,5
20200616430,2,0
20200616429,5,2
20200616428,8,5
20200616427,2,8
20200616426,4,2
20200616425,9,4
20200616424,8,9
20200616423,7,8
20200616422,2,7
20200616421,1,2
20200616420,2,1
20200616419,6,2
20200616418,6,6
20200616417,9,6
20200616416,6,9
20200616415,1,6
20200616414,3,1
20200616413,4,3
20200616412,3,4
20200616411,5,3
20200616410,9,5
20200616409,3,9
20200616408,5,3
20200616407,4,5
20200616406,9,4
20200616405,7,9
20200616404,9,7
20200616403,0,9
20200616402,0,0
20200616401,3,0
20200616400,5,3
20200616399,5,5
20200616398,8,5
20200616397,1,8
20200616396,9,1
20200616395,4,9
20200616394,8,4
20200616393,3,8
20200616392,7,3
20200616391,0,7
20200616390,9,0
20200616389,0,9
20200616388,9,0
20200616387,3,9
20200616386,7,3
20200616385,0,7
20200616384,9,0
20200616383,7,9
20200616382,9,7
20200616381,0,9
20200616380,4,0
20200616379,3,4
20200616378,7,3
20200616377,5,7
20200616376,4,5
20200616375,2,4
20200616374,4,2
20200616373,1,4
20200616372,7,1
20200616371,3,7
20200616370,8,3
20200616369,7,8
20200616368,2,7
20200616367,5,2
20200616366,9,5
20200616365,0,9
20200616364,5,0
20200616363,7,5
20200616362,7,7
20200616361,1,7
20200616360,0,1
20200616359,4,0
20200616358,1,4
20200616357,2,1
20200616356,5,2
20200616355,2,5
20200616354,9,2
20200616353,4,9
20200616352,6,4
20200616351,0,6
20200616350,4,0
20200616349,1,4
20200616348,4,1
20200616347,9,4
20200616346,1,9
20200616345,5,1
20200616344,1,5
20200616343,8,1
20200616342,5,8
20200616341,6,5
20200616340,5,6
20200616339,8,5
20200616338,3,8
20200616337,4,3
20200616336,7,4
