period,pnumber,nnumber
20200725317,2,7
20200725316,2,2
20200725315,2,2
20200725314,9,2
20200725313,7,9
20200725312,1,7
20200725311,5,1
20200725310,3,5
20200725309,9,3
20200725308,5,9
20200725307,1,5
20200725306,3,1
20200725305,9,3
20200725304,3,9
20200725303,9,3
20200725302,7,9
20200725301,9,7
20200725300,2,9
20200725299,2,2
20200725298,3,2
20200725297,8,3
20200725296,2,8
20200725295,3,2
20200725294,4,3
20200725293,1,4
20200725292,1,1
20200725291,5,1
20200725290,1,5
20200725289,1,1
20200725288,9,1
20200725287,9,9
20200725286,4,9
20200725285,5,4
20200725284,2,5
20200725283,5,2
20200725282,2,5
20200725281,7,2
20200725280,3,7
20200725279,9,3
20200725278,1,9
20200725277,6,1
20200725276,7,6
20200725275,9,7
20200725274,8,9
20200725273,6,8
20200725272,9,6
20200725271,3,9
20200725270,3,3
20200725269,3,3
20200725268,7,3
20200725267,7,7
20200725266,9,7
20200725265,0,9
20200725264,2,0
20200725263,2,2
20200725262,0,2
20200725261,9,0
20200725260,7,9
20200725259,6,7
20200725258,1,6
20200725257,2,1
20200725256,0,2
20200725255,1,0
20200725254,4,1
20200725253,5,4
20200725252,3,5
20200725251,0,3
20200725250,0,0
20200725249,8,0
20200725248,2,8
20200725247,8,2
20200725246,4,8
20200725245,3,4
20200725244,4,3
20200725243,1,4
20200725242,9,1
20200725241,8,9
20200725240,6,8
20200725239,1,6
20200725238,0,1
20200725237,4,0
20200725236,3,4
20200725235,0,3
20200725234,5,0
20200725233,4,5
20200725232,4,4
20200725231,4,4
20200725230,2,4
20200725229,4,2
20200725228,0,4
20200725227,3,0
20200725226,9,3
20200725225,0,9
20200725224,8,0
20200725223,7,8
20200725222,9,7
20200725221,4,9
20200725220,2,4
20200725219,9,2
20200725218,1,9
20200725217,2,1
20200725216,3,2
20200725215,3,3
20200725214,5,3
20200725213,3,5
20200725212,6,3
20200725211,0,6
20200725210,4,0
20200725209,6,4
20200725208,2,6
20200725207,3,2
20200725206,2,3
20200725205,5,2
20200725204,0,5
20200725203,4,0
20200725202,2,4
20200725201,7,2
20200725200,2,7
20200725199,1,2
20200725198,1,1
20200725197,5,1
20200725196,0,5
20200725195,4,0
20200725194,6,4
20200725193,6,6
20200725192,0,6
20200725191,2,0
20200725190,1,2
20200725189,4,1
20200725188,2,4
20200725187,0,2
20200725186,6,0
20200725185,1,6
20200725184,7,1
20200725183,4,7
20200725182,9,4
20200725181,9,9
20200725180,2,9
20200725179,1,2
20200725178,1,1
20200725177,3,1
20200725176,5,3
20200725175,0,5
20200725174,7,0
20200725173,6,7
20200725172,6,6
20200725171,5,6
20200725170,0,5
20200725169,5,0
20200725168,0,5
20200725167,9,0
20200725166,3,9
20200725165,5,3
20200725164,5,5
20200725163,3,5
20200725162,3,3
20200725161,4,3
20200725160,2,4
20200725159,1,2
20200725158,5,1
20200725157,0,5
20200725156,1,0
20200725155,8,1
20200725154,8,8
20200725153,2,8
20200725152,0,2
20200725151,3,0
20200725150,9,3
20200725149,9,9
20200725148,1,9
20200725147,3,1
20200725146,1,3
20200725145,4,1
20200725144,1,4
20200725143,1,1
20200725142,2,1
20200725141,6,2
20200725140,6,6
20200725139,7,6
20200725138,0,7
20200725137,0,0
20200725136,6,0
20200725135,5,6
20200725134,2,5
20200725133,7,2
20200725132,4,7
20200725131,2,4
20200725130,9,2
20200725129,7,9
20200725128,2,7
20200725127,4,2
20200725126,8,4
20200725125,0,8
20200725124,6,0
20200725123,4,6
20200725122,7,4
20200725121,1,7
20200725120,3,1
20200725119,9,3
20200725118,8,9
20200725117,3,8
20200725116,3,3
20200725115,1,3
20200725114,6,1
20200725113,7,6
20200725112,3,7
20200725111,7,3
20200725110,2,7
20200725109,8,2
20200725108,1,8
20200725107,6,1
20200725106,5,6
20200725105,8,5
20200725104,8,8
20200725103,8,8
20200725102,6,8
20200725101,9,6
20200725100,3,9
20200725099,9,3
20200725098,5,9
20200725097,7,5
20200725096,7,7
20200725095,7,7
20200725094,6,7
20200725093,2,6
20200725092,3,2
20200725091,8,3
20200725090,5,8
20200725089,0,5
20200725088,2,0
20200725087,4,2
20200725086,2,4
20200725085,6,2
20200725084,7,6
20200725083,5,7
20200725082,7,5
20200725081,1,7
20200725080,1,1
20200725079,3,1
20200725078,1,3
20200725077,3,1
20200725076,8,3
20200725075,6,8
20200725074,7,6
20200725073,9,7
20200725072,5,9
20200725071,1,5
20200725070,0,1
20200725069,5,0
20200725068,8,5
20200725067,1,8
20200725066,0,1
20200725065,5,0
20200725064,5,5
20200725063,2,5
20200725062,9,2
20200725061,3,9
20200725060,0,3
20200725059,2,0
20200725058,2,2
20200725057,5,2
20200725056,8,5
20200725055,0,8
20200725054,6,0
20200725053,7,6
20200725052,6,7
20200725051,2,6
20200725050,7,2
20200725049,2,7
20200725048,1,2
20200725047,3,1
20200725046,0,3
20200725045,4,0
20200725044,6,4
20200725043,4,6
20200725042,4,4
20200725041,5,4
20200725040,8,5
20200725039,1,8
20200725038,7,1
20200725037,7,7
20200725036,9,7
20200725035,1,9
20200725034,8,1
20200725033,4,8
20200725032,3,4
20200725031,9,3
20200725030,5,9
20200725029,0,5
20200725028,2,0
20200725027,0,2
20200725026,9,0
20200725025,5,9
20200725024,9,5
20200725023,9,9
20200725022,1,9
20200725021,2,1
20200725020,1,2
20200725019,0,1
20200725018,2,0
20200725017,8,2
20200725016,0,8
20200725015,6,0
20200725014,3,6
20200725013,5,3
20200725012,2,5
20200725011,4,2
20200725010,2,4
20200725009,8,2
20200725008,6,8
20200725007,6,6
20200725006,7,6
20200725005,6,7
20200725004,6,6
20200725003,5,6
20200725002,3,5
20200725001,8,3
20200724480,8,8
20200724479,3,8
20200724478,7,3
20200724477,1,7
20200724476,6,1
20200724475,5,6
20200724474,5,5
20200724473,0,5
20200724472,2,0
20200724471,0,2
20200724470,2,0
20200724469,3,2
20200724468,9,3
20200724467,2,9
20200724466,8,2
20200724465,9,8
20200724464,4,9
20200724463,6,4
20200724462,2,6
20200724461,0,2
20200724460,3,0
20200724459,5,3
20200724458,5,5
20200724457,2,5
20200724456,9,2
20200724455,3,9
20200724454,5,3
20200724453,7,5
20200724452,0,7
20200724451,0,0
20200724450,3,0
20200724449,8,3
20200724448,1,8
20200724447,4,1
20200724446,4,4
20200724445,0,4
20200724444,5,0
20200724443,9,5
20200724442,1,9
20200724441,5,1
20200724440,2,5
20200724439,3,2
20200724438,9,3
20200724437,1,9
20200724436,0,1
20200724435,3,0
20200724434,0,3
20200724433,5,0
20200724432,9,5
20200724431,1,9
20200724430,0,1
20200724429,5,0
20200724428,0,5
20200724427,1,0
20200724426,7,1
20200724425,4,7
20200724424,5,4
20200724423,2,5
20200724422,3,2
20200724421,2,3
20200724420,3,2
20200724419,6,3
20200724418,9,6
20200724417,1,9
20200724416,7,1
20200724415,5,7
20200724414,2,5
20200724413,7,2
20200724412,1,7
20200724411,5,1
20200724410,6,5
20200724409,1,6
20200724408,3,1
20200724407,9,3
20200724406,7,9
20200724405,5,7
20200724404,4,5
20200724403,5,4
20200724402,4,5
20200724401,1,4
20200724400,3,1
20200724399,6,3
20200724398,0,6
20200724397,8,0
20200724396,1,8
20200724395,1,1
20200724394,9,1
20200724393,0,9
20200724392,4,0
20200724391,6,4
20200724390,7,6
20200724389,1,7
20200724388,0,1
20200724387,0,0
20200724386,8,0
20200724385,9,8
20200724384,0,9
20200724383,9,0
20200724382,4,9
20200724381,7,4
20200724380,0,7
20200724379,9,0
20200724378,5,9
20200724377,5,5
20200724376,3,5
20200724375,2,3
20200724374,8,2
20200724373,9,8
20200724372,3,9
20200724371,4,3
20200724370,9,4
20200724369,1,9
20200724368,2,1
20200724367,6,2
20200724366,0,6
20200724365,7,0
20200724364,1,7
20200724363,0,1
20200724362,0,0
20200724361,2,0
20200724360,4,2
20200724359,5,4
20200724358,6,5
20200724357,1,6
20200724356,7,1
20200724355,0,7
20200724354,3,0
20200724353,4,3
20200724352,3,4
20200724351,9,3
20200724350,5,9
20200724349,5,5
20200724348,3,5
20200724347,8,3
20200724346,8,8
20200724345,5,8
20200724344,7,5
20200724343,8,7
20200724342,2,8
20200724341,5,2
20200724340,5,5
20200724339,9,5
20200724338,5,9
20200724337,6,5
20200724336,0,6
20200724335,9,0
20200724334,3,9
20200724333,9,3
20200724332,3,9
20200724331,8,3
20200724330,8,8
20200724329,4,8
20200724328,3,4
20200724327,2,3
20200724326,2,2
20200724325,5,2
20200724324,6,5
20200724323,9,6
20200724322,6,9
20200724321,6,6
20200724320,5,6
20200724319,0,5
20200724318,9,0
20200724317,9,9
20200724316,6,9
20200724315,2,6
20200724314,6,2
20200724313,7,6
20200724312,8,7
20200724311,0,8
20200724310,7,0
20200724309,0,7
20200724308,9,0
20200724307,4,9
20200724306,3,4
20200724305,8,3
20200724304,0,8
20200724303,2,0
20200724302,6,2
20200724301,8,6
20200724300,8,8
20200724299,4,8
20200724298,6,4
20200724297,8,6
20200724296,9,8
20200724295,0,9
20200724294,8,0
20200724293,9,8
20200724292,8,9
20200724291,2,8
20200724290,1,2
20200724289,1,1
20200724288,7,1
20200724287,3,7
20200724286,3,3
20200724285,5,3
20200724284,4,5
20200724283,5,4
20200724282,5,5
20200724281,9,5
20200724280,5,9
20200724279,9,5
20200724278,9,9
20200724277,6,9
20200724276,3,6
20200724275,1,3
20200724274,4,1
20200724273,0,4
20200724272,9,0
20200724271,3,9
20200724270,9,3
20200724269,3,9
20200724268,1,3
20200724267,0,1
20200724266,4,0
20200724265,6,4
20200724264,1,6
20200724263,8,1
20200724262,0,8
20200724261,5,0
20200724260,3,5
20200724259,1,3
20200724258,2,1
20200724257,7,2
20200724256,0,7
20200724255,2,0
20200724254,6,2
20200724253,8,6
20200724252,3,8
20200724251,8,3
20200724250,4,8
20200724249,9,4
20200724248,0,9
20200724247,9,0
20200724246,4,9
20200724245,4,4
20200724244,5,4
20200724243,8,5
20200724242,8,8
20200724241,4,8
20200724240,4,4
20200724239,4,4
20200724238,4,4
20200724237,4,4
20200724236,9,4
20200724235,2,9
20200724234,1,2
20200724233,2,1
20200724232,3,2
20200724231,5,3
20200724230,6,5
20200724229,6,6
20200724228,7,6
20200724227,7,7
20200724226,6,7
20200724225,7,6
20200724224,0,7
20200724223,9,0
20200724222,2,9
20200724221,0,2
20200724220,7,0
20200724219,9,7
20200724218,8,9
20200724217,2,8
20200724216,2,2
20200724215,4,2
20200724214,4,4
20200724213,9,4
20200724212,4,9
20200724211,5,4
20200724210,8,5
20200724209,3,8
20200724208,0,3
20200724207,5,0
20200724206,1,5
20200724205,2,1
20200724204,6,2
20200724203,4,6
20200724202,2,4
20200724201,7,2
20200724200,2,7
20200724199,4,2
20200724198,4,4
20200724197,3,4
20200724196,2,3
20200724195,1,2
20200724194,9,1
20200724193,6,9
20200724192,2,6
20200724191,3,2
20200724190,8,3
20200724189,8,8
20200724188,5,8
20200724187,6,5
20200724186,7,6
20200724185,8,7
20200724184,5,8
20200724183,1,5
20200724182,9,1
20200724181,7,9
20200724180,8,7
20200724179,9,8
20200724178,8,9
20200724177,3,8
20200724176,1,3
20200724175,6,1
20200724174,3,6
20200724173,4,3
20200724172,9,4
20200724171,3,9
20200724170,2,3
20200724169,7,2
20200724168,6,7
20200724167,2,6
20200724166,3,2
20200724165,9,3
20200724164,8,9
20200724163,5,8
20200724162,3,5
20200724161,6,3
20200724160,9,6
20200724159,6,9
20200724158,5,6
20200724157,0,5
20200724156,7,0
20200724155,3,7
20200724154,1,3
20200724153,0,1
20200724152,1,0
20200724151,8,1
20200724150,8,8
20200724149,6,8
20200724148,0,6
20200724147,2,0
20200724146,7,2
20200724145,3,7
20200724144,6,3
20200724143,0,6
20200724142,5,0
20200724141,1,5
20200724140,1,1
20200724139,0,1
20200724138,7,0
20200724137,2,7
20200724136,4,2
20200724135,0,4
20200724134,8,0
20200724133,4,8
20200724132,2,4
20200724131,4,2
20200724130,2,4
20200724129,2,2
20200724128,7,2
20200724127,7,7
20200724126,0,7
20200724125,4,0
20200724124,6,4
20200724123,4,6
20200724122,2,4
20200724121,0,2
20200724120,0,0
20200724119,6,0
20200724118,4,6
20200724117,8,4
20200724116,0,8
20200724115,7,0
20200724114,7,7
20200724113,6,7
20200724112,4,6
20200724111,7,4
20200724110,2,7
20200724109,5,2
20200724108,0,5
20200724107,6,0
20200724106,9,6
20200724105,2,9
20200724104,1,2
20200724103,2,1
20200724102,1,2
20200724101,1,1
20200724100,1,1
20200724099,3,1
20200724098,8,3
20200724097,6,8
20200724096,1,6
20200724095,1,1
20200724094,5,1
20200724093,8,5
20200724092,9,8
20200724091,2,9
20200724090,3,2
20200724089,4,3
20200724088,4,4
20200724087,3,4
20200724086,8,3
20200724085,6,8
20200724084,9,6
20200724083,7,9
20200724082,5,7
20200724081,0,5
20200724080,1,0
20200724079,3,1
20200724078,6,3
20200724077,2,6
20200724076,8,2
20200724075,0,8
20200724074,9,0
20200724073,6,9
20200724072,7,6
20200724071,9,7
20200724070,6,9
20200724069,9,6
20200724068,5,9
20200724067,5,5
20200724066,5,5
20200724065,9,5
20200724064,2,9
20200724063,0,2
20200724062,4,0
20200724061,9,4
20200724060,4,9
20200724059,7,4
20200724058,4,7
20200724057,8,4
20200724056,7,8
20200724055,8,7
20200724054,0,8
20200724053,2,0
20200724052,9,2
20200724051,9,9
20200724050,5,9
20200724049,0,5
20200724048,2,0
20200724047,7,2
20200724046,4,7
20200724045,4,4
20200724044,4,4
20200724043,8,4
20200724042,7,8
20200724041,7,7
20200724040,3,7
20200724039,9,3
20200724038,4,9
20200724037,3,4
20200724036,6,3
20200724035,7,6
20200724034,3,7
20200724033,6,3
20200724032,3,6
20200724031,3,3
20200724030,0,3
20200724029,7,0
20200724028,1,7
20200724027,5,1
20200724026,1,5
20200724025,5,1
20200724024,0,5
20200724023,8,0
20200724022,8,8
20200724021,3,8
20200724020,9,3
20200724019,5,9
20200724018,7,5
20200724017,0,7
20200724016,0,0
20200724015,9,0
20200724014,7,9
20200724013,8,7
20200724012,0,8
20200724011,0,0
20200724010,9,0
20200724009,0,9
20200724008,9,0
20200724007,3,9
20200724006,7,3
20200724005,1,7
20200724004,2,1
20200724003,6,2
20200724002,3,6
20200724001,8,3
20200723480,9,8
20200723479,1,9
20200723478,4,1
20200723477,5,4
20200723476,3,5
20200723475,9,3
20200723474,5,9
20200723473,6,5
20200723472,4,6
20200723471,9,4
20200723470,5,9
20200723469,8,5
20200723468,3,8
20200723467,0,3
20200723466,3,0
20200723465,7,3
20200723464,1,7
20200723463,9,1
20200723462,1,9
20200723461,6,1
20200723460,6,6
20200723459,0,6
20200723458,5,0
20200723457,4,5
20200723456,6,4
20200723455,0,6
20200723454,0,0
20200723453,9,0
20200723452,0,9
20200723451,6,0
20200723450,2,6
20200723449,2,2
20200723448,7,2
20200723447,9,7
20200723446,5,9
20200723445,7,5
20200723444,6,7
20200723443,9,6
20200723442,6,9
20200723441,4,6
20200723440,1,4
20200723439,6,1
20200723438,8,6
20200723437,1,8
20200723436,8,1
20200723435,2,8
20200723434,9,2
20200723433,3,9
20200723432,9,3
20200723431,1,9
20200723430,1,1
20200723429,4,1
20200723428,9,4
20200723427,2,9
20200723426,5,2
20200723425,1,5
20200723424,7,1
20200723423,6,7
20200723422,3,6
20200723421,4,3
20200723420,0,4
20200723419,0,0
20200723418,9,0
20200723417,7,9
20200723416,2,7
20200723415,8,2
20200723414,5,8
20200723413,2,5
20200723412,8,2
20200723411,9,8
20200723410,2,9
20200723409,7,2
20200723408,0,7
20200723407,2,0
20200723406,9,2
20200723405,1,9
20200723404,0,1
20200723403,3,0
20200723402,5,3
20200723401,6,5
20200723400,6,6
20200723399,9,6
20200723398,6,9
20200723397,6,6
20200723396,7,6
20200723395,2,7
20200723394,3,2
20200723393,6,3
20200723392,9,6
20200723391,1,9
20200723390,9,1
20200723389,8,9
20200723388,3,8
20200723387,0,3
20200723386,2,0
20200723385,2,2
20200723384,2,2
20200723383,1,2
20200723382,1,1
20200723381,6,1
20200723380,9,6
20200723379,5,9
20200723378,2,5
20200723377,8,2
20200723376,3,8
20200723375,7,3
20200723374,5,7
20200723373,2,5
20200723372,2,2
20200723371,8,2
20200723370,5,8
20200723369,7,5
20200723368,3,7
20200723367,9,3
20200723366,1,9
20200723365,1,1
20200723364,4,1
20200723363,7,4
20200723362,0,7
20200723361,4,0
20200723360,3,4
20200723359,3,3
20200723358,8,3
20200723357,1,8
20200723356,8,1
20200723355,3,8
20200723354,0,3
20200723353,3,0
20200723352,8,3
20200723351,4,8
20200723350,8,4
20200723349,7,8
20200723348,4,7
20200723347,2,4
20200723346,0,2
20200723345,4,0
20200723344,0,4
20200723343,6,0
20200723342,8,6
20200723341,7,8
20200723340,5,7
20200723339,0,5
20200723338,4,0
20200723337,9,4
20200723336,3,9
20200723335,0,3
20200723334,2,0
20200723333,4,2
20200723332,0,4
20200723331,2,0
20200723330,1,2
20200723329,3,1
20200723328,0,3
20200723327,8,0
20200723326,1,8
20200723325,5,1
20200723324,4,5
20200723323,9,4
20200723322,9,9
20200723321,8,9
20200723320,8,8
20200723319,3,8
20200723318,3,3
20200723317,9,3
20200723316,3,9
20200723315,6,3
20200723314,4,6
20200723313,8,4
20200723312,4,8
20200723311,6,4
20200723310,8,6
20200723309,8,8
20200723308,3,8
20200723307,2,3
20200723306,7,2
20200723305,4,7
20200723304,3,4
20200723303,4,3
20200723302,3,4
20200723301,1,3
20200723300,4,1
20200723299,1,4
20200723298,6,1
20200723297,7,6
20200723296,1,7
20200723295,2,1
20200723294,4,2
20200723293,2,4
20200723292,7,2
20200723291,7,7
20200723290,3,7
20200723289,4,3
20200723288,2,4
20200723287,1,2
20200723286,1,1
20200723285,2,1
20200723284,8,2
20200723283,8,8
20200723282,8,8
20200723281,2,8
20200723280,0,2
20200723279,6,0
20200723278,7,6
20200723277,9,7
20200723276,4,9
20200723275,2,4
20200723274,6,2
20200723273,2,6
20200723272,0,2
20200723271,4,0
20200723270,6,4
20200723269,8,6
20200723268,3,8
20200723267,4,3
20200723266,3,4
20200723265,7,3
20200723264,5,7
20200723263,7,5
20200723262,8,7
20200723261,1,8
20200723260,2,1
20200723259,3,2
20200723258,0,3
20200723257,9,0
20200723256,5,9
20200723255,5,5
20200723254,0,5
20200723253,9,0
20200723252,4,9
20200723251,1,4
20200723250,0,1
20200723249,8,0
20200723248,9,8
20200723247,8,9
20200723246,0,8
20200723245,6,0
20200723244,6,6
20200723243,0,6
20200723242,1,0
20200723241,7,1
20200723240,4,7
20200723239,0,4
20200723238,0,0
20200723237,2,0
20200723236,3,2
20200723235,1,3
20200723234,8,1
20200723233,8,8
20200723232,4,8
20200723231,6,4
20200723230,3,6
20200723229,0,3
20200723228,4,0
20200723227,3,4
20200723226,4,3
20200723225,8,4
20200723224,1,8
20200723223,4,1
20200723222,9,4
20200723221,7,9
20200723220,5,7
20200723219,6,5
20200723218,0,6
20200723217,6,0
20200723216,4,6
20200723215,7,4
20200723214,6,7
20200723213,0,6
20200723212,0,0
20200723211,5,0
20200723210,5,5
20200723209,8,5
20200723208,7,8
20200723207,7,7
20200723206,3,7
20200723205,0,3
20200723204,7,0
20200723203,5,7
20200723202,4,5
20200723201,1,4
20200723200,6,1
20200723199,4,6
20200723198,9,4
20200723197,1,9
20200723196,5,1
20200723195,6,5
20200723194,2,6
20200723193,5,2
20200723192,2,5
20200723191,4,2
20200723190,7,4
20200723189,8,7
20200723188,5,8
20200723187,6,5
20200723186,1,6
20200723185,3,1
20200723184,1,3
20200723183,7,1
20200723182,7,7
20200723181,7,7
20200723180,1,7
20200723179,6,1
20200723178,7,6
20200723177,8,7
20200723176,7,8
20200723175,3,7
20200723174,9,3
20200723173,6,9
20200723172,2,6
20200723171,2,2
20200723170,6,2
20200723169,3,6
20200723168,3,3
20200723167,7,3
20200723166,4,7
20200723165,9,4
20200723164,3,9
20200723163,2,3
20200723162,0,2
20200723161,6,0
20200723160,7,6
20200723159,4,7
20200723158,8,4
20200723157,0,8
20200723156,6,0
20200723155,9,6
20200723154,0,9
20200723153,1,0
20200723152,9,1
20200723151,7,9
20200723150,4,7
20200723149,7,4
20200723148,1,7
20200723147,3,1
20200723146,7,3
20200723145,9,7
20200723144,1,9
20200723143,7,1
20200723142,2,7
20200723141,3,2
20200723140,3,3
20200723139,7,3
20200723138,3,7
20200723137,7,3
20200723136,3,7
20200723135,9,3
20200723134,7,9
20200723133,7,7
20200723132,0,7
20200723131,3,0
20200723130,1,3
20200723129,8,1
20200723128,1,8
20200723127,1,1
20200723126,1,1
20200723125,2,1
20200723124,5,2
20200723123,7,5
20200723122,2,7
20200723121,6,2
20200723120,5,6
20200723119,7,5
20200723118,3,7
20200723117,7,3
20200723116,8,7
20200723115,0,8
20200723114,9,0
20200723113,2,9
20200723112,2,2
20200723111,9,2
20200723110,4,9
20200723109,8,4
20200723108,2,8
20200723107,9,2
20200723106,9,9
20200723105,4,9
20200723104,3,4
20200723103,8,3
20200723102,0,8
20200723101,1,0
20200723100,6,1
20200723099,6,6
20200723098,7,6
20200723097,1,7
20200723096,7,1
20200723095,6,7
20200723094,7,6
20200723093,0,7
20200723092,7,0
20200723091,5,7
20200723090,3,5
20200723089,1,3
20200723088,7,1
20200723087,4,7
20200723086,2,4
20200723085,0,2
20200723084,0,0
20200723083,6,0
20200723082,7,6
20200723081,0,7
20200723080,2,0
20200723079,9,2
20200723078,1,9
20200723077,3,1
20200723076,0,3
20200723075,2,0
20200723074,1,2
20200723073,0,1
20200723072,6,0
20200723071,9,6
20200723070,2,9
20200723069,9,2
20200723068,2,9
20200723067,2,2
20200723066,0,2
20200723065,2,0
20200723064,9,2
20200723063,3,9
20200723062,9,3
20200723061,9,9
20200723060,7,9
20200723059,6,7
20200723058,7,6
20200723057,7,7
20200723056,4,7
20200723055,8,4
20200723054,0,8
20200723053,3,0
20200723052,7,3
20200723051,2,7
20200723050,7,2
20200723049,7,7
20200723048,0,7
20200723047,2,0
20200723046,5,2
20200723045,8,5
20200723044,2,8
20200723043,5,2
20200723042,2,5
20200723041,1,2
20200723040,5,1
20200723039,7,5
20200723038,1,7
20200723037,8,1
20200723036,9,8
20200723035,1,9
20200723034,0,1
20200723033,4,0
20200723032,1,4
20200723031,7,1
20200723030,7,7
20200723029,0,7
20200723028,2,0
20200723027,8,2
20200723026,8,8
20200723025,6,8
20200723024,2,6
20200723023,8,2
20200723022,5,8
20200723021,3,5
20200723020,9,3
20200723019,9,9
20200723018,5,9
20200723017,3,5
20200723016,3,3
20200723015,1,3
20200723014,8,1
